1 "沃尔玛美国升级电商战：推出会员服务直指亚马逊" "https://tech.sina.com.cn/it/2020-07-14/doc-iivhuipn2838857.shtml"
2 "A股又沸腾了:传有做空的人亏了700多亿 私募6月加仓超6%" "https://finance.sina.com.cn/stock/jsy/2020-07-14/doc-iivhuipn2839018.shtml"
3 "NBA巨星威斯布鲁克确诊新冠，目前已经进行自我隔离" "https://k.sina.com.cn/article_5044281310_12ca99fde02001bujk.html?from=sports&subch=osport"
4 "特朗普为打高尔夫辩护：奥巴马比我能打" "https://k.sina.com.cn/article_3057540037_b63e5bc502000s97z.html?from=news&subch=onews"
5 "美国新冠感染病例占全球1/4以上，几乎每100个美国人就有一人感染" "https://k.sina.com.cn/article_2803301701_a716fd450400141uv.html?from=news&subch=onews"
6 "中国与中东北非多国学者线上交流时呼吁——践行多边主义 推动合作升级" "https://k.sina.com.cn/article_3198471403_bea4cceb02000tsi2.html?from=news&subch=onews"
7 "世卫称尚未收到美国退出的正式信函" "https://finance.sina.com.cn/7x24/2020-07-14/doc-iivhvpwx5214992.shtml"
8 "印度新冠疫情形势严峻，多地决定重新实施封锁政策" "https://k.sina.com.cn/article_3057540037_b63e5bc502000s97x.html?from=news&subch=onews"
9 "“老赖”跑路 责任难逃" "https://k.sina.com.cn/article_2618638282_9c153fca02000wgn4.html?from=news&subch=onews"
10 "全球累计新冠确诊病例超1300万例，死亡超57万例" "https://k.sina.com.cn/article_5044281310_12ca99fde02001bujg.html?from=news&subch=onews"
11 "全球累计新冠确诊病例超1300万例，死亡超57万例" "https://mil.news.sina.com.cn/2020-07-14/doc-iivhuipn2838366.shtml"
12 "积极推动食品企业对外注册" "https://k.sina.com.cn/article_2618638282_9c153fca02000wglk.html?from=news&subch=onews"
13 "【原油收盘】欧佩克联合部长级会议与财报季汹涌来袭 油价周一收盘下跌 美油仍企稳40美元上方" "https://finance.sina.com.cn/money/future/roll/2020-07-14/doc-iivhuipn2839056.shtml"
14 "迪士尼伙食差！NBA球星抗议不满，名嘴：体验过老百姓的生活吗？" "https://k.sina.com.cn/article_7414911512_1b9f6921800101buj9.html?from=sports&subch=nba"
15 "齐鲁早报|洪峰将至，齐鲁壹点记者直击九江市江洲镇撤离现场" "https://k.sina.com.cn/article_5328858693_13d9fee4502000w644.html?from=news&subch=onews"
16 "这家互联网医院开出的中药寄到了美国" "https://k.sina.com.cn/article_1924738303_72b92cff02000spx4.html?from=news&subch=onews"
17 "世卫组织：尚未收到美国退出世卫的正式信函" "https://k.sina.com.cn/article_1893892941_70e2834d02000slc0.html?from=society"
18 "8月6日-8日，2020宝博会将在宝安举行" "https://k.sina.com.cn/article_1924738303_72b92cff02000spvu.html?from=news&subch=onews"
19 "2020宝博会及EeIE智博会将在宝安举行" "https://k.sina.com.cn/article_1924738303_72b92cff02000spv8.html?from=news&subch=onews"
20 "开出的中药寄到了美国" "https://k.sina.com.cn/article_1924738303_72b92cff02000spwr.html?from=news&subch=onews"
21 "宜家发布了18种“未来生活” 很快可能出现在你家" "https://tech.sina.com.cn/q/life/2020-07-14/doc-iivhvpwx5214272.shtml"
22 "美国佛州新增病例创全美单州单日最高纪录" "https://k.sina.com.cn/article_2131593523_7f0d893302000ssx5.html?from=news&subch=onews"
23 "布鲁克林宣布订婚！女友何许人？贝克汉姆或将升级“祖父”" "https://k.sina.com.cn/article_7415280637_1b9fc33fd00100v9ee.html?from=ent&subch=star"
24 "早读｜中纪委深夜打虎，一南一北两虎落马" "https://k.sina.com.cn/article_3844617568_e528356002001ray8.html?from=news&subch=onews"
25 "新闻早知道 | 北京百万中小学生放暑假，假期仍须健康“打卡”" "https://k.sina.com.cn/article_1893892941_70e2834d02000slc1.html?from=society"
26 "美国新增确诊病例超6.3万例 累计逾347万例" "https://k.sina.com.cn/article_3057540037_b63e5bc502000s97r.html?from=news&subch=onews"
27 "霍普金斯大学：全球累计新冠确诊病例超1300万例" "https://k.sina.com.cn/article_1784473157_6a5ce64502001xcxu.html?from=news&subch=onews"
28 "盛开在数字教育领域的“向日葵”" "https://t.cj.sina.com.cn/articles/view/1058106635/3f116d0b02000qu16?from=tech"
29 "福奇：还未看到疫情在美国结束的迹象" "https://k.sina.com.cn/article_3057540037_b63e5bc502000s97p.html?from=news&subch=onews"
30 "霍普金斯大学：全球累计新冠确诊病例超1300万例" "https://k.sina.com.cn/article_1655444627_62ac149302001fwih.html?from=local"
31 "美媒：海南免税新政第一周表现惊人" "https://k.sina.com.cn/article_1686546714_6486a91a020014r5p.html?from=finance"
32 "天津泰达股份有限公司关于公司过滤口罩被列入美国FDA紧急使用授权名录的公告" "https://cj.sina.com.cn/articles/view/1905628462/7195952e0200115w3?from=finance"
33 "台军“汉光演习”重头戏为何选在甲南？台媒“脑补”：解放军若大规模联合登陆，这里可能是登陆地点" "https://k.sina.com.cn/article_1686546714_6486a91a020014r5n.html?from=mil"
34 "美媒：海南免税新政第一周表现惊人" "https://finance.sina.com.cn/roll/2020-07-14/doc-iivhuipn2837929.shtml"
35 "美媒：海南免税新政第一周表现惊人" "https://news.sina.com.cn/c/2020-07-14/doc-iivhvpwx5213824.shtml"
36 "巴西新增确诊病例超2万例 累计确诊逾188万例" "https://k.sina.com.cn/article_3057540037_b63e5bc502000s97m.html?from=news&subch=onews"
37 "日本经济或已触底 复苏形势难言乐观" "https://k.sina.com.cn/article_3198471403_bea4cceb02000tsgp.html?from=news&subch=onews"
38 "出口降幅收窄 韩国政府多举措提振经济加快产业链供应链重组整合" "https://k.sina.com.cn/article_3198471403_bea4cceb02000tsgs.html?from=news&subch=onews"
39 "既是短期解困 更是长期转型浙江外贸企业积极开拓国内市场" "https://k.sina.com.cn/article_3198471403_bea4cceb02000tsh4.html?from=news&subch=onews"
40 "北京万泰生物药业股份有限公司关于公司新冠检测产品获得美国FDA紧急使用授权的公告" "https://k.sina.com.cn/article_1905628462_7195952e0200115te.html?from=finance"
41 "隔夜要闻：美股涨跌不一 FAANG齐创新高后集体走低" "https://finance.sina.com.cn/stock/usstock/c/2020-07-14/doc-iivhuipn2836555.shtml"
42 "隔夜要闻：美股涨跌不一 FAANG齐创新高后集体走低" "https://finance.sina.com.cn/stock/relnews/us/2020-07-14/doc-iivhvpwx5213694.shtml"
43 "美联邦政府医务总监呼吁戴口罩：对新冠有更深入理解" "https://k.sina.com.cn/article_1617746261_606cd95502000scde.html?from=movie"
44 "美国新增确诊病例超6.3万例 累计逾347万例" "https://news.sina.com.cn/w/2020-07-14/doc-iivhuipn2837161.shtml"
45 "广东金莱特电器股份有限公司关于第五届董事会第二次会议决议的公告" "https://cj.sina.com.cn/articles/view/1905628462/7195952e0200115rf?from=finance"
46 "中国是美“最大威胁”？港媒提醒：美国最大的敌人是自己" "https://k.sina.com.cn/article_1686546714_6486a91a020014r5k.html?from=news&subch=onews"
47 "南微医学科技股份有限公司首次公开发行部分限售股上市流通公告" "https://k.sina.com.cn/article_1905628462_7195952e0200115oq.html?from=finance"
48 "中国是美最大威胁？港媒提醒：美国最大的敌人是自己" "https://news.sina.com.cn/w/2020-07-14/doc-iivhuipn2836925.shtml"
49 "美国官方新冠病例数超320万" "https://k.sina.com.cn/article_2093606665_7cc9e70902000yt4e.html?from=news&subch=onews"
50 "美国学校重开后师生是否安全？美教育部长闪烁其辞" "http://baby.sina.com.cn/news/2020-07-14/doc-iivhuipn2766486.shtml"
51 "世卫警告疫情又现加速传播趋势" "https://k.sina.com.cn/article_2093606665_7cc9e70902000yt3v.html?from=news&subch=onews"
52 "苹果敦促零售员工在家办公，为客户提供购买咨询服务" "https://tech.sina.com.cn/roll/2020-07-14/doc-iivhvpwx5214000.shtml"
53 "驻冲绳美军新冠病例增至98人，美军限制暴发疫情基地人员出入" "https://k.sina.com.cn/article_1686546714_6486a91a020014r5j.html?from=news&subch=onews"
54 "巴西新增确诊病例超2万例 累计确诊逾188万例" "https://news.sina.com.cn/w/2020-07-14/doc-iivhvpwx5213466.shtml"
55 "纳思达股份有限公司对《关于对纳思达股份有限公司2019年年报的问询函》的回复公告" "https://k.sina.com.cn/article_1905628462_7195952e0200115jz.html?from=finance"
56 "『2020.07.14』轻松早茶" "https://k.sina.com.cn/article_3164957712_bca56c1002001b98q.html?from=news&subch=onews"
57 "孚日集团股份有限公司关于深圳证券交易所关注函回复的公告" "https://k.sina.com.cn/article_1905628462_7195952e0200115jt.html?from=finance"
58 "约翰逊本周决定华为去留？本国电信运营商警告：禁华为，英国将失5G发展全球领先地位" "https://k.sina.com.cn/article_1686546714_6486a91a020014r5i.html?from=news&subch=onews"
59 "约翰逊本周决定华为去留？本国电信运营商发警告" "https://news.sina.com.cn/c/2020-07-14/doc-iivhuipn2835961.shtml"
60 "『2020.07.14』 轻松早茶" "https://k.sina.com.cn/article_3164957712_bca56c1001901b98o.html?from=news&subch=onews"
61 "『2020.07.14』 轻松早茶" "https://k.sina.com.cn/article_3164957712_bca56c1001901b98o.html?from=news&subch=onews"
62 "『2020.07.14』 轻松早茶" "https://news.sina.com.cn/o/2020-07-14/doc-iivhuipn2836149.shtml"
63 "沪铜触底反弹逾48% 国际铜价创近两年新高" "https://k.sina.com.cn/article_1905628462_7195952e0200115j5.html?from=finance"
64 "沪铜触底反弹逾48% 国际铜价创近两年新高" "https://finance.sina.com.cn/roll/2020-07-14/doc-iivhvpwx5212406.shtml"
65 "沪铜触底反弹逾48% 国际铜价创近两年新高" "https://tech.sina.com.cn/roll/2020-07-14/doc-iivhuipn2835717.shtml"
66 "聚焦高端制造 发力海外市场" "https://k.sina.com.cn/article_1999472465_772d875102000slam.html?from=news&subch=onews"
67 "布鲁克林宣布订婚！女友何许人？贝克汉姆或将升级“祖父”" "https://k.sina.com.cn/article_5740973238_156304cb600100q5o7.html?from=ent&subch=star"
68 "大屁股消失了!胖甜瓜变成小黄瓜!巅峰瓜回来了" "https://sports.sina.com.cn/basketball/nba/2020-07-14/doc-iivhvpwx5101659.shtml"
69 "39岁还能轰出35+7+5！这是要拿总冠军的节奏啊" "https://sports.sina.com.cn/basketball/nba/2020-07-14/doc-iivhvpwx5103656.shtml"
70 "襄阳日报｜新闻早餐（7月14日）" "https://k.sina.com.cn/article_2770589022_a523d55e01901b98r.html?from=local"
71 "襄阳日报｜新闻早餐（7月14日）" "https://k.sina.com.cn/article_2770589022_a523d55e01901b98r.html?from=local"
72 "美股行情激烈反转，科技股领跑势头暂歇，特斯拉收跌3％" "https://finance.sina.com.cn/stock/relnews/us/2020-07-14/doc-iivhuipn2835911.shtml"
73 "美股行情激烈反转，科技股领跑势头暂歇，特斯拉收跌3%" "https://finance.sina.com.cn/roll/2020-07-14/doc-iivhuipn2835409.shtml"
74 "美股行情激烈反转，科技股领跑势头暂歇，特斯拉收跌3%" "https://cj.sina.com.cn/articles/view/1733360754/6750fc7202000qiqi?from=finance"
75 "美股冲高尾盘跳水，纳指创新高后收跌逾2%！美国确诊病例超335万，福奇：远未看到疫情在美国结束的迹象" "https://finance.sina.com.cn/stock/relnews/us/2020-07-14/doc-iivhvpwx5212121.shtml"
76 "釜山团体世乒赛再推迟，单项世乒赛将在美国举行，会如期进行吗？" "https://k.sina.com.cn/article_5762162302_157739e7e00100oyc4.html?from=sports&subch=pingpang"
77 "7月14日财经早餐：美元反弹，黄金持稳于1800之上，白银升至近四年高位，油价跌逾2%" "https://k.sina.com.cn/article_1704103183_65928d0f02001sgn7.html?from=finance"
78 "7月14日外汇交易提醒" "https://finance.sina.com.cn/money/forex/hbfx/2020-07-14/doc-iivhvpwx5211856.shtml"
79 "华尔街九大机构点评美股：企业财报季开启，盈利料将大幅下降" "https://finance.sina.com.cn/stock/relnews/us/2020-07-14/doc-iivhvpwx5212118.shtml"
80 "三巨头模式卷土重来？湖人引进奥迪辅佐詹眉，比尔加盟篮网" "https://k.sina.com.cn/article_7414892130_1b9f6466200100ockd.html?from=sports&subch=nba"
81 "世界经济格局将因疫情影响加速转型" "https://k.sina.com.cn/article_3198471403_bea4cceb02000tsf8.html?from=news&subch=onews"
82 "印度新冠疫情形势严峻，多地决定重新实施封锁政策" "https://mil.news.sina.com.cn/2020-07-14/doc-iivhuipn2835058.shtml"
83 "印度新冠疫情形势严峻，多地决定重新实施封锁政策" "https://k.sina.com.cn/article_5044281310_12ca99fde02001buir.html?from=news&subch=onews"
84 "【7.14津早相会】 6月以来长江流域平均降雨量达到近60年来最多 | 事业单位招聘向高校毕业生倾斜" "https://k.sina.com.cn/article_3546332963_d360bf2301900s1hf.html?from=news&subch=onews"
85 "抗疫新局呼唤全球科技合作" "https://news.sina.com.cn/o/2020-07-14/doc-iivhvpwx5211126.shtml"
86 "抗疫新局呼唤全球科技合作" "https://k.sina.com.cn/article_3881380517_e7592aa502000x2ei.html?from=science"
87 "逆势而上，外资大省“扬”外资自信" "https://k.sina.com.cn/article_3881380517_e7592aa502000x2f1.html?from=news&subch=onews"
88 "白宫对福奇发起“抹黑战”" "https://k.sina.com.cn/article_3881380517_e7592aa502000x2cu.html?from=news&subch=onews"
89 "约翰斯·霍普金斯大学：全球累计确诊病例超1300万例" "https://k.sina.com.cn/article_1655444627_62ac149302001fwju.html?from=local"
90 "践行多边主义 推动合作升级" "https://k.sina.com.cn/article_1655444627_62ac149302001fwho.html?from=local"
91 "践行多边主义 推动合作升级" "https://k.sina.com.cn/article_1655444627_62ac149302001fwho.html?from=local"
92 "【纳指标普创新高后尾盘跳水 科技股普遍下挫】" "https://finance.sina.com.cn/stock/relnews/us/2020-07-14/doc-iivhvpwx5211601.shtml"
